Date,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
2017-10-18,5637.64,5637.64,5350.0,5629.99,1.524,8293.83643,5442.14988845
2017-10-17,5778.77,5825.84,5631.31,5723.2,1.516,8684.24868,5728.39622691
2017-10-16,5681.04,5837.87,5588.07,5837.87,2.659,15107.67536,5681.71318541
2017-10-15,5900.03,5900.03,5497.27,5669.7,5.145,28868.63903,5611.00855782
2017-10-14,5623.35,5898.69,5593.4,5898.69,1.951,11071.33261,5674.69636597
2017-10-13,5426.0,5799.0,5426.0,5624.75,13.216,74584.08953,5643.4692441
2017-10-12,4841.06,5398.08,4841.06,5393.08,7.262,37747.64258,5197.96785734
2017-10-11,4758.24,4866.15,4740.0,4810.46,1.27,6069.13604,4778.84727559
2017-10-10,4790.49,4989.32,4748.27,4753.37,5.16,24893.63303,4824.34748643
2017-10-09,4593.44,4898.99,4561.43,4779.86,5.68,26962.24188,4746.87357042
2017-10-08,4431.86,4632.86,4422.61,4608.82,3.489,15871.04611,4548.88108627
2017-10-07,4360.53,4468.87,4333.68,4434.69,4.942,21560.95214,4362.79889518
2017-10-06,4319.76,4418.35,4312.84,4371.36,3.463,15161.71095,4378.20125614
2017-10-05,4217.88,4357.37,4162.65,4324.73,2.036,8676.7841,4261.681778
2017-10-04,4405.0,4405.0,4204.47,4228.16,5.459,23222.89978,4254.05747939
2017-10-03,4412.86,4417.79,4313.87,4332.71,0.803,3499.16496,4357.61514321
2017-10-02,4413.17,4528.97,4410.0,4410.0,0.911,4074.81866,4472.90742042
2017-10-01,4451.7,4451.7,4339.36,4450.0,3.032,13319.74999,4393.05738456
2017-09-30,4168.65,4455.0,4168.65,4382.56,0.417,1794.21937,4302.68434053
2017-09-29,4206.99,4269.29,4100.0,4157.82,18.859,77715.61833,4120.87694629
2017-09-28,4265.0,4360.0,4148.42,4221.58,6.857,28780.6201,4197.26120753
2017-09-27,4020.0,4265.0,4020.0,4265.0,2.394,9749.28419,4072.38270259
2017-09-26,4131.06,4131.06,3869.49,4020.0,1.737,6931.22715,3990.34378238
2017-09-25,3770.53,4099.0,3770.53,4099.0,1.833,7286.97746,3975.43778505
2017-09-24,3837.15,3860.32,3770.53,3771.22,0.978,3708.93483,3792.36690184
2017-09-23,3636.23,3850.0,3636.23,3770.53,3.014,11439.50593,3795.45651294
2017-09-22,3825.81,3840.0,3577.0,3685.68,0.825,3029.58741,3672.22716364
2017-09-21,4020.01,4041.04,3722.01,3755.08,3.3,12731.98659,3858.17775455
2017-09-20,4100.0,4162.49,4010.0,4020.0,2.705,11028.93322,4077.23963771
2017-09-19,4278.52,4278.57,4060.0,4079.0,5.561,22818.94105,4103.38806869
2017-09-18,4000.0,4494.99,3938.66,4347.95,12.383,53318.05323,4305.74604135
2017-09-17,4005.59,4167.87,3799.0,4000.0,6.876,26671.2434,3878.88938336
2017-09-16,4115.84,4239.95,3696.25,3900.09,9.048,35548.32606,3928.86008621
2017-09-15,3450.0,4338.11,3236.07,3950.0,22.948,82825.73621,3609.27907486
2017-09-14,4186.81,4200.0,3389.76,3389.76,17.611,68755.18693,3904.10464653
2017-09-13,4304.01,4304.01,3950.0,4170.0,15.341,65098.4017,4243.42622384
2017-09-12,4480.0,4529.0,4303.0,4320.77,3.218,14211.48491,4416.24764139
2017-09-11,4518.99,4529.0,4400.0,4480.0,3.853,16972.56544,4405.026068
2017-09-10,4499.0,4533.88,4400.0,4400.0,7.728,34028.31441,4403.24979425
2017-09-09,4527.53,4550.51,4400.0,4449.0,3.948,17452.90221,4420.69458207
2017-09-08,4721.21,4850.0,4411.0,4437.0,26.88,125007.95453,4650.5935465
2017-09-07,4687.62,4895.0,4640.26,4759.0,2.842,13401.25664,4715.43161154
2017-09-06,4642.0,4802.54,4508.86,4715.49,3.215,14933.9408,4645.08267496
2017-09-05,4410.0,4631.31,4222.61,4631.31,10.369,45325.93554,4371.29284791
2017-09-04,4733.81,4770.11,4222.98,4436.78,14.958,66025.42212,4414.05415965
2017-09-03,4749.0,4848.0,4600.0,4730.72,1.296,6122.71772,4724.3192284
2017-09-02,5060.0,5174.99,4605.39,4748.99,16.834,80180.13551,4762.98773375
2017-09-01,4850.05,5020.0,4800.0,5020.0,2.339,11510.61755,4921.17039333
2017-08-31,4710.0,4875.0,4702.15,4766.62,2.448,11754.25585,4801.57510212
2017-08-30,4740.19,4817.0,4650.0,4710.0,3.223,15329.52708,4756.29136829
2017-08-29,4499.0,4799.0,4420.0,4799.0,5.318,24882.02705,4678.83171305
2017-08-28,4423.53,4582.83,4350.0,4411.55,2.499,11123.57427,4451.21019208
2017-08-27,4488.0,4513.31,4261.91,4421.32,4.412,19425.70523,4402.92502947
2017-08-26,4423.37,4490.0,4400.0,4466.62,2.574,11377.08674,4420.00261849
2017-08-25,4451.78,4569.0,4419.1,4419.1,11.429,51704.46067,4523.97065973
2017-08-24,4270.4,4471.0,4228.74,4451.07,2.716,11749.07171,4325.87323638
2017-08-23,4250.18,4390.72,4154.61,4270.34,4.747,20234.29834,4262.54441542
2017-08-22,4105.82,4404.01,3900.0,4186.94,9.179,37004.57653,4031.43877656
2017-08-21,4195.0,4299.26,4069.56,4162.28,1.849,7677.14636,4152.05319632
2017-08-20,4246.22,4351.14,4178.4,4244.59,3.014,12859.50052,4266.58942269
2017-08-19,4229.01,4310.99,4125.85,4310.99,1.387,5875.01502,4235.77146359
2017-08-18,4603.94,4603.94,4150.0,4230.0,5.988,25796.26836,4307.9940481
2017-08-17,4485.43,4609.98,4242.14,4604.59,3.883,17311.43987,4458.26419521
2017-08-16,4200.61,4463.17,4110.0,4454.07,0.927,3972.18458,4284.98875944
2017-08-15,4377.09,4514.6,4000.0,4226.78,43.136,180118.58708,4175.59780879
2017-08-14,4184.54,4412.92,4050.55,4386.55,5.455,23459.7988,4300.60472961
2017-08-13,3890.49,4211.79,3883.14,4184.59,12.041,49018.32862,4070.95163359
2017-08-12,3682.85,3991.76,3682.84,3903.08,7.098,27297.81182,3845.84556495
2017-08-11,3481.98,3728.27,3471.88,3690.02,5.109,18361.54404,3593.96046976
2017-08-10,3417.05,3504.99,3348.08,3481.31,4.733,16211.41171,3425.18734629
2017-08-09,3465.8,3484.88,3393.18,3393.18,26.117,88925.76406,3404.89964621
2017-08-08,3403.08,3524.43,3391.42,3465.87,2.161,7439.60013,3442.66549283
2017-08-07,3239.0,3440.75,3226.0,3404.67,2.922,9757.75597,3339.40998289
2017-08-06,3270.92,3297.85,3189.64,3243.58,2.56,8326.48458,3252.53303906
2017-08-05,2879.89,3320.65,2875.03,3224.04,6.701,21085.28898,3146.58841665
2017-08-04,2800.83,2878.45,2782.3,2878.45,1.595,4539.53308,2846.10224451
2017-08-03,2756.62,2803.44,2713.36,2793.15,2.91,8028.30283,2758.86695189
2017-08-02,2728.49,2754.92,2700.0,2722.56,6.647,18031.16677,2712.67741387
2017-08-01,2883.38,3170.0,2549.92,2726.3,11.587,32235.57804,2782.04695262
2017-07-31,2782.89,2901.2,2733.75,2880.2,3.859,10833.27319,2807.2747318
2017-07-30,2723.8,2850.56,2700.0,2771.5,10.918,29865.28637,2735.41732643
2017-07-29,2804.06,2804.06,2691.83,2726.35,12.677,34691.64272,2736.58142463
2017-07-28,2675.58,2836.38,2675.58,2802.53,23.763,65887.60341,2772.69719354
2017-07-27,2583.32,2721.13,2580.0,2672.43,12.919,33807.96823,2616.91835514
2017-07-26,2647.93,2664.99,2550.0,2587.0,44.927,115053.13994,2560.89077704
2017-07-25,2799.22,2799.23,2544.18,2626.95,25.1,65566.73635,2612.22057171
2017-07-24,2753.36,2926.0,2750.0,2797.2,10.478,29224.17252,2789.09835083
2017-07-23,2836.4,2928.4,2750.0,2766.26,19.547,55267.63695,2827.42297795
2017-07-22,2671.18,2881.0,2663.31,2828.6,6.097,17253.57774,2829.84709529
2017-07-21,2840.68,2859.09,2626.98,2681.67,8.389,23000.95901,2741.79985815
2017-07-20,2338.51,2951.52,2330.44,2840.57,26.169,66661.87508,2547.36042952
2017-07-19,2415.0,2432.24,2300.0,2327.25,4.921,11502.1938,2337.36919325
2017-07-18,2221.06,2451.39,2189.19,2414.75,6.769,15985.80655,2361.62011375
2017-07-17,1929.22,2255.95,1924.19,2218.98,5.228,11256.54596,2153.12661821
2017-07-16,2067.17,2139.01,1881.9,1929.22,4.094,7972.05268,1947.25273083
2017-07-15,2299.99,2299.99,2020.0,2067.17,4.577,9603.66143,2098.2437033
2017-07-14,2371.49,2400.0,2197.29,2285.86,5.714,13098.04153,2292.27188134
2017-07-13,2393.01,2490.0,2376.66,2376.66,1.245,3000.05532,2409.68298795
2017-07-12,2363.0,2500.0,2329.41,2377.8,3.728,9120.97519,2446.61351663
2017-07-11,2485.15,2577.0,2363.0,2363.0,7.527,18168.39634,2413.76329746
2017-07-10,2573.0,2611.78,2400.0,2400.0,10.774,26352.78442,2445.96105625
2017-07-09,2606.88,2629.0,2573.0,2573.0,2.08,5384.2573,2588.58524038
2017-07-08,2605.07,2648.33,2558.24,2628.0,3.132,8132.83065,2596.68922414
2017-07-07,2697.0,2731.1,2568.47,2590.07,3.975,10402.96843,2617.0989761
2017-07-06,2699.0,2721.38,2663.26,2690.39,2.434,6513.49522,2676.04569433
2017-07-05,2701.76,2740.0,2625.33,2698.13,3.044,8140.96334,2674.42948095
2017-07-04,2670.0,2771.33,2634.45,2709.0,5.113,13781.7439,2695.43201643
2017-07-03,2619.53,2698.85,2554.65,2690.0,4.591,12149.55962,2646.38632542
2017-07-02,2502.0,2570.0,2407.34,2570.0,2.819,7051.33854,2501.36166726
2017-07-01,2575.71,2598.95,2502.11,2514.95,4.726,11981.78907,2535.29180491
2017-06-30,2669.1,2669.1,2541.3,2541.3,3.1,8067.83488,2602.52738065
2017-06-29,2635.05,2685.03,2619.99,2620.46,4.993,13199.08306,2643.51753655
2017-06-28,2638.22,2685.67,2515.43,2643.29,6.326,16743.97911,2646.85095005
2017-06-27,2531.96,2643.42,2405.0,2638.22,10.596,26490.7643,2500.07213099
2017-06-26,2779.52,2779.52,2400.0,2531.96,16.828,42256.27991,2511.06964048
2017-06-25,2700.0,2803.7,2600.0,2698.37,9.781,26234.92677,2682.23359268
2017-06-24,2803.38,2848.99,2700.0,2700.0,3.921,10748.84625,2741.35328998
2017-06-23,2826.92,2871.34,2800.17,2800.17,7.114,20154.12537,2833.02296458
2017-06-22,2899.0,2902.38,2759.0,2871.04,3.798,10781.12677,2838.63264086
2017-06-21,2920.98,2959.04,2758.04,2890.5,7.8,22209.14643,2847.32646538
2017-06-20,2737.37,2959.09,2684.44,2820.0,5.475,15367.60863,2806.86915616
2017-06-19,2685.0,2769.55,2639.57,2737.37,4.302,11524.89721,2678.96262436
2017-06-18,2799.0,2799.0,2600.0,2646.2,5.33,14189.93756,2662.27721576
2017-06-17,2687.0,2799.0,2541.11,2794.76,3.032,8083.19142,2665.96023087
2017-06-16,2599.7,2699.99,2459.27,2616.4,9.62,25232.2158,2622.8914553
2017-06-15,2530.97,2610.0,2202.0,2593.3,29.417,70932.06511,2411.26100928
2017-06-14,2811.05,3259.47,2540.62,2690.65,16.009,43548.30989,2720.23923356
2017-06-13,2737.12,2899.0,2710.0,2810.77,11.221,31752.80134,2829.76573746
2017-06-12,2982.5,3111.79,2700.0,2794.26,13.416,38825.09694,2893.93984347
2017-06-11,3033.21,3152.58,2928.41,3034.27,5.018,15153.00491,3019.72995417
2017-06-10,2903.22,3038.34,2876.9,2957.01,2.71,7949.63789,2933.44571587
2017-06-09,2893.45,2988.56,2838.61,2871.86,2.863,8293.44897,2896.76876353
2017-06-08,2784.95,2892.43,2682.17,2836.1,6.134,16960.45526,2764.99107597
2017-06-07,2911.78,2965.19,2683.13,2750.52,9.664,27019.33341,2795.874732
2017-06-06,2752.47,3021.28,2752.47,2940.0,4.726,13648.98798,2888.0634744
2017-06-05,2554.57,2820.75,2550.5,2778.47,0.731,1997.73875,2732.88474692
2017-06-04,2557.73,2640.0,2508.26,2561.05,1.255,3235.00021,2577.68941036
2017-06-03,2535.28,2614.89,2496.05,2565.56,1.15,2938.81345,2555.48995652
2017-06-02,2423.28,2599.0,2419.55,2494.92,2.814,6956.3189,2472.03941009
2017-06-01,2405.0,2577.36,2389.92,2470.19,7.729,18972.29458,2454.68942683
2017-05-31,2355.43,2440.0,2234.91,2375.12,10.733,25776.82571,2401.64219789
2017-05-30,2351.08,2675.0,2297.12,2324.04,12.722,30080.24332,2364.42723786
2017-05-29,2230.26,2362.79,2132.0,2346.39,7.569,17372.53416,2295.22184701
2017-05-28,2130.38,2399.89,2130.38,2169.09,15.371,34299.54146,2231.44502375
2017-05-27,2260.32,2415.58,1885.68,2130.47,25.649,55448.48878,2161.81873679
2017-05-26,2284.32,2847.0,2107.16,2270.33,24.741,57858.52986,2338.56876682
2017-05-25,2410.69,3036.79,2256.6,2273.77,127.479,310662.45376,2436.96964802
2017-05-24,2276.35,2420.0,2276.35,2402.18,38.014,91792.62441,2414.70575078
2017-05-23,2108.67,2360.98,2108.67,2248.59,3.629,7946.39033,2189.69146597
2017-05-22,2077.0,2290.0,2014.23,2091.0,12.396,26263.78999,2118.73104146
2017-05-21,2040.0,2090.27,2006.93,2049.38,6.693,13668.06005,2042.14254445
2017-05-20,1998.6,2040.02,1965.43,2040.02,6.225,12480.86182,2004.95772209
2017-05-19,1910.99,1994.62,1883.8,1994.61,7.889,15131.91898,1918.10355939
2017-05-18,1833.42,1910.99,1797.59,1910.99,5.144,9550.90619,1856.70804627
2017-05-17,1782.0,1869.89,1780.57,1835.29,3.928,7146.34865,1819.33519603
2017-05-16,1744.98,2016.77,1707.51,1782.01,8.989,16130.50469,1794.47154188
2017-05-15,1794.03,1801.1,1707.49,1747.74,8.82,15373.02896,1742.97380499
2017-05-14,1792.63,1841.14,1771.94,1793.57,5.999,10765.38783,1794.5303934
2017-05-13,1694.44,1784.52,1616.61,1784.52,13.146,22265.53513,1693.71178533
2017-05-12,1836.24,1838.05,1654.9,1704.63,19.855,34829.44587,1754.19017225
2017-05-11,1778.07,1882.72,1759.54,1838.03,8.871,16319.28727,1839.62205727
2017-05-10,1718.41,1788.2,1686.45,1775.28,4.053,7038.96161,1736.72874661
2017-05-09,1671.36,1758.39,1657.86,1708.48,20.427,35066.84629,1716.69096245
2017-05-08,1508.47,2004.54,1436.0,1670.28,18.091,29004.71922,1603.26788016
2017-05-07,1536.74,1552.45,1434.92,1504.67,8.738,13232.52968,1514.36595102
2017-05-06,1524.2,1600.0,1524.2,1541.65,14.846,23198.21076,1562.5899744
2017-05-05,1554.74,1633.02,1515.0,1535.89,12.697,20035.70224,1577.98710247
2017-05-04,1518.62,1651.38,1481.87,1548.55,19.722,30479.52872,1545.45830646
2017-05-03,1455.87,1546.51,1452.41,1546.51,8.646,12854.62,1486.77076105
2017-05-02,1425.07,1519.8,1413.24,1460.47,12.726,18589.42731,1460.74393446
2017-05-01,1389.23,1475.44,1370.58,1435.9,16.23,23022.07533,1418.48892976
2017-04-30,1350.34,1389.42,1330.92,1389.25,10.431,14164.99267,1357.9707286
2017-04-29,1386.97,1414.16,1321.94,1350.12,9.658,13149.54062,1361.51797681
2017-04-28,1333.73,1401.82,1303.37,1341.41,10.367,13925.96234,1343.29722581
2017-04-27,1302.61,1378.0,1295.01,1343.81,9.149,12162.70709,1329.4028954
2017-04-26,1280.68,1330.32,1280.0,1295.75,8.045,10488.26609,1303.69994904
2017-04-25,1256.9,1302.1,1256.55,1282.6,8.291,10626.0731,1281.63950066
2017-04-24,1247.2,1278.28,1243.84,1256.9,6.41,8068.35921,1258.71438534
2017-04-23,1241.49,1287.83,1229.85,1249.97,3.627,4556.67797,1256.32146953
2017-04-22,1249.33,1269.04,1219.13,1240.79,5.712,7162.8604,1254.00217087
2017-04-21,1243.31,1268.83,1241.88,1249.44,5.391,6764.41624,1254.76094231
2017-04-20,1214.85,1270.53,1209.51,1237.77,6.865,8524.59409,1241.7471362
2017-04-19,1220.0,1289.5,1207.43,1228.25,11.13,13826.02806,1242.23073315
2017-04-18,1230.89,1270.85,1215.0,1220.0,14.639,18296.70933,1249.86060045
2017-04-17,1200.02,1251.21,1195.6,1230.73,14.964,18292.87213,1222.45870957
2017-04-16,1191.59,1233.66,1191.59,1201.99,9.598,11664.21363,1215.27543551
2017-04-15,1200.75,1233.85,1191.59,1191.6,9.969,12088.60085,1212.61920453
2017-04-14,1183.72,1236.37,1180.55,1195.97,15.116,18206.2351,1204.43471156
2017-04-13,1232.63,1242.19,1163.79,1196.03,13.6,16341.96555,1201.61511397
2017-04-12,1231.17,1251.87,1219.51,1224.82,7.917,9758.23554,1232.56732853
2017-04-11,1214.3,1243.66,1206.35,1243.66,10.025,12294.54131,1226.3881606
2017-04-10,1214.58,1245.15,1206.33,1220.76,6.6,8070.62552,1222.82204848
2017-04-09,1186.45,1238.94,1181.54,1210.82,7.624,9182.44622,1204.4131978
2017-04-08,1206.01,1212.06,1175.9,1186.45,5.366,6405.56274,1193.73140887
2017-04-07,1194.48,1211.32,1183.05,1194.87,1.121,1342.14434,1197.27416592
2017-04-06,1140.0,1210.12,1140.0,1193.01,5.968,7017.80131,1175.90504524
2017-04-05,1147.95,1170.54,1116.88,1137.29,7.548,8597.62287,1139.0597337
2017-04-04,1153.88,1183.17,1136.9,1145.68,3.34,3884.86559,1163.13341018
2017-04-03,1108.27,1168.88,1108.27,1162.23,9.413,10746.33476,1141.64822692
2017-04-02,1093.18,1120.7,1084.46,1110.72,12.824,14150.89828,1103.46992202
2017-04-01,1096.19,1127.74,1073.15,1099.5,8.512,9338.60106,1097.11008694
2017-03-31,1040.88,1087.81,1040.88,1081.54,9.4,9987.8828,1062.5407234
2017-03-30,1041.87,1082.73,1028.99,1041.68,8.113,8459.24332,1042.67759398
2017-03-29,1044.93,1066.33,1016.12,1041.48,6.376,6676.38584,1047.11195734
2017-03-28,1042.17,1089.0,1028.05,1047.21,6.984,7340.28261,1051.01411942
2017-03-27,965.07,1050.97,961.52,1045.01,10.186,10271.75066,1008.41848223
2017-03-26,988.29,1008.98,950.03,968.98,13.962,13688.85696,980.436682424
2017-03-25,967.14,975.46,906.86,975.46,14.555,13722.05994,942.772926142
2017-03-24,1035.15,1037.53,934.33,948.23,16.326,16165.34053,990.159287639
2017-03-23,1044.29,1062.5,1022.87,1034.88,11.425,11969.12767,1047.62605427
2017-03-22,1112.89,1117.92,998.94,1040.13,29.606,30986.4005,1046.62570087
2017-03-21,1043.13,1136.63,1042.79,1118.25,13.511,14830.0547,1097.62820665
2017-03-20,1020.83,1062.97,1013.96,1038.98,11.997,12529.74679,1044.4066675
2017-03-19,973.1,1069.66,973.1,1016.76,15.988,16248.74139,1016.3085683
2017-03-18,1083.76,1109.41,950.07,965.76,17.129,17623.54087,1028.87155526
2017-03-17,1169.2,1216.4,1050.0,1066.37,12.5,14179.67843,1134.3742744
2017-03-16,1273.95,1280.35,1136.65,1173.98,18.637,22149.63169,1188.47624027
2017-03-15,1258.83,1275.91,1247.05,1260.63,2.685,3389.4803,1262.37627561
2017-03-14,1243.06,1277.08,1228.66,1262.22,5.668,7111.35241,1254.64933133
2017-03-13,1236.19,1273.69,1208.78,1243.06,10.916,13595.91208,1245.50312202
2017-03-12,1183.4,1245.16,1172.11,1227.31,7.004,8404.39304,1199.94189606
2017-03-11,1115.12,1203.17,1115.12,1183.37,12.812,15091.77111,1177.94029894
2017-03-10,1193.87,1587.32,1013.29,1115.78,61.044,74633.02981,1222.61040905
2017-03-09,1148.76,1216.53,1135.12,1192.0,13.35,15732.33006,1178.45168989
2017-03-08,1233.15,1251.93,1147.3,1150.46,23.14,27426.48099,1185.24118366
2017-03-07,1293.89,1296.72,1206.68,1235.64,30.31,37640.30689,1241.84450313
2017-03-06,1285.0,1298.99,1272.98,1280.81,9.77,12570.40402,1286.63296008
2017-03-05,1267.79,1297.54,1251.58,1285.0,9.242,11767.6605,1273.28072928
2017-03-04,1289.14,1309.1,1249.71,1268.94,7.799,10037.17772,1286.98265419
2017-03-03,1262.94,1304.99,1256.99,1288.69,10.541,13549.48717,1285.4081368
2017-03-02,1225.71,1276.77,1218.8,1276.77,11.566,14423.87759,1247.09299585
2017-03-01,1186.9,1239.49,1185.49,1227.24,9.695,11778.12819,1214.8662393
2017-02-28,1197.52,1217.68,1186.74,1192.65,20.268,24290.26921,1198.45417456
2017-02-27,1190.47,1210.86,1180.52,1194.69,14.387,17169.20168,1193.3830319
2017-02-26,1152.13,1190.86,1136.8,1188.0,12.648,14793.81302,1169.65631088
2017-02-25,1181.42,1198.52,1138.14,1153.69,27.315,31866.9109,1166.64509976
2017-02-24,1184.4,1239.0,1123.58,1185.51,34.744,40924.94127,1177.89952999
2017-02-23,1127.15,1192.08,1127.15,1182.11,18.114,20969.28791,1157.62879044
2017-02-22,1127.5,1150.96,1110.49,1126.8,17.124,19368.12929,1131.05169879
