Date,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
2017-02-21,1092.99,1133.0,1085.43,1130.98,15.361,17108.64645,1113.77165875
2017-02-20,1068.66,1097.21,1050.68,1097.21,23.261,24846.42293,1068.15798676
2017-02-19,1064.01,1073.66,1051.14,1057.61,14.457,15377.317,1063.65891955
2017-02-18,1061.03,1079.44,1054.48,1061.32,17.603,18825.90385,1069.47133159
2017-02-17,1047.35,1075.32,1041.01,1061.03,14.246,15106.62955,1060.4120139
2017-02-16,1023.68,1057.91,1019.66,1050.32,16.705,17298.21303,1035.51110626
2017-02-15,1017.98,1029.0,1008.03,1019.66,16.683,17038.95607,1021.33645447
2017-02-14,999.52,1033.17,997.95,1017.98,22.226,22546.48476,1014.41936291
2017-02-13,1008.84,1017.92,984.88,999.25,26.14,26187.48019,1001.81638064
2017-02-12,1022.05,1022.89,1001.93,1006.16,15.796,16015.70099,1013.90864713
2017-02-11,1001.08,1028.28,997.43,1025.12,12.978,13237.14968,1019.96838342
2017-02-10,991.31,1008.33,953.51,1000.52,15.463,15095.83391,976.255183988
2017-02-09,1057.44,1085.93,945.93,988.65,98.086,97804.67528,997.131856534
2017-02-08,1065.57,1077.78,1028.36,1057.44,31.433,33063.11553,1051.86000477
2017-02-07,1025.85,1063.46,1025.85,1055.2,21.587,22638.43323,1048.70677862
2017-02-06,1028.76,1040.08,1019.57,1028.95,20.359,20978.6633,1030.43682401
2017-02-05,1038.99,1045.61,1008.37,1020.19,15.6,16035.85038,1027.93912692
2017-02-04,1018.0,1046.07,1005.95,1046.07,18.594,19032.77182,1023.59749489
2017-02-03,1005.18,1044.99,1001.92,1015.6,10.082,10268.25328,1018.47384249
2017-02-02,989.0,1019.55,984.53,1009.26,24.551,24587.72235,1001.49575781
2017-02-01,972.11,997.74,970.7,989.0,16.188,15909.26623,982.781457252
2017-01-31,922.84,975.8,922.84,970.7,16.873,15968.41564,946.388646951
2017-01-30,923.62,932.45,919.18,924.13,15.46,14310.92964,925.674620957
2017-01-29,921.36,933.71,917.22,923.38,21.465,19844.77817,924.517967389
2017-01-28,929.4,935.02,921.47,930.97,20.626,19133.00267,927.615760206
2017-01-27,920.4,934.09,910.86,925.77,21.782,20157.38487,925.414786062
2017-01-26,907.86,929.3,900.39,929.3,20.482,18704.82259,913.232232692
2017-01-25,889.43,912.84,889.43,906.15,9.193,8287.69069,901.52188513
2017-01-24,920.04,938.1,889.6,889.6,29.006,26578.83052,916.321813418
2017-01-23,921.29,934.84,916.47,920.05,20.346,18863.25288,927.123409024
2017-01-22,928.81,948.32,899.45,926.88,40.142,37097.71448,924.162086593
2017-01-21,898.67,934.21,898.67,932.44,24.746,22778.48627,920.491645923
2017-01-20,903.93,915.58,889.55,898.6,21.686,19560.97367,902.009299548
2017-01-19,894.67,913.02,893.53,904.46,15.367,13883.50767,903.46246307
2017-01-18,909.76,918.59,861.28,892.42,44.332,39228.61005,884.882478796
2017-01-17,841.53,914.88,836.22,914.88,22.438,19868.52438,885.485532579
2017-01-16,828.36,845.14,826.85,842.93,21.252,17814.26179,838.239308771
2017-01-15,822.29,837.52,815.44,830.05,18.932,15642.70432,826.257358969
2017-01-14,834.34,853.4,816.44,822.01,22.435,18757.47928,836.081091152
2017-01-13,810.34,843.83,784.11,834.4,18.521,15071.79076,813.767656174
2017-01-12,787.01,836.87,760.97,810.34,20.749,16575.123,798.839606728
2017-01-11,910.54,927.45,781.04,789.58,128.679,107272.61425,833.645072234
2017-01-10,911.32,926.52,902.67,912.43,14.571,13313.11905,913.672297715
2017-01-09,911.24,920.61,882.19,906.26,19.272,17371.35327,901.377816002
2017-01-08,907.09,944.35,896.17,916.08,17.701,16352.33921,923.80877973
2017-01-07,897.21,916.09,827.6,912.88,31.006,27105.26423,874.194163388
2017-01-06,1003.84,1029.93,880.33,898.03,77.974,73312.16153,940.212911099
2017-01-05,1129.61,1160.5,883.26,1003.84,225.548,231112.44339,1024.67077247
2017-01-04,1039.8,1143.08,1039.8,1136.33,60.255,66287.32506,1100.1132696
2017-01-03,1022.18,1045.5,1017.21,1045.5,25.85,26564.66517,1027.64662166
2017-01-02,1001.64,1036.51,1000.22,1023.64,37.767,38493.7878,1019.24399079
2017-01-01,966.84,1014.76,961.43,1000.0,18.903,18666.03916,987.464379199
2016-12-31,963.17,976.32,949.03,968.98,17.94,17312.92729,965.04611427
2016-12-30,980.8,983.57,933.66,972.21,21.282,20384.17475,957.812928766
2016-12-29,978.4,990.01,955.03,975.92,21.941,21391.37848,974.950024156
2016-12-28,936.02,981.1,936.02,980.02,41.777,40289.83253,964.402243579
2016-12-27,905.02,958.85,903.47,933.22,26.62,24821.32174,932.43132006
2016-12-26,898.62,919.62,896.14,904.19,16.63,15121.05372,909.263603127
2016-12-25,905.11,905.42,859.15,898.62,14.581,12904.78919,885.041436801
2016-12-24,930.0,930.0,890.87,894.42,11.63,10597.28548,911.202534824
2016-12-23,863.16,931.39,862.8,931.39,20.431,18398.52833,900.520206059
2016-12-22,831.02,4000.0,831.02,864.64,84.667,100628.844,1188.52497431
2016-12-21,803.0,836.43,802.0,832.61,52.952,43311.75183,817.943643866
2016-12-20,795.19,805.06,791.04,805.05,18.534,14807.50552,798.937386425
2016-12-19,793.09,803.0,791.22,791.22,20.255,16127.67938,796.232010862
2016-12-18,791.81,796.45,786.57,793.1,8.19,6483.66308,791.656053724
2016-12-17,785.88,800.8,785.79,796.15,12.843,10175.84487,792.326159776
2016-12-16,780.5,787.47,777.86,787.47,11.84,9264.41476,782.467462838
2016-12-15,780.62,783.93,776.89,778.13,10.485,8179.04907,780.07144206
2016-12-14,778.01,783.87,773.74,775.98,14.638,11410.87501,779.537847384
2016-12-13,779.36,791.3,773.98,780.02,23.537,18395.01393,781.53604665
2016-12-12,771.67,789.46,771.67,787.15,20.116,15695.52232,780.250662159
2016-12-11,775.05,778.73,766.41,773.93,23.92,18428.40503,770.418270485
2016-12-10,771.7,785.36,771.49,777.53,16.629,12926.8188,777.365975104
2016-12-09,771.77,783.09,769.96,771.52,22.562,17485.46881,774.996401472
2016-12-08,768.24,780.78,765.88,770.03,31.885,24615.26111,772.001289321
2016-12-07,759.99,775.75,753.44,768.23,34.12,26115.95605,765.414890094
2016-12-06,753.66,767.63,753.39,759.96,22.431,17038.81271,759.610035665
2016-12-05,772.13,774.73,747.5,757.85,25.724,19526.53439,759.078463303
2016-12-04,766.31,777.21,761.76,769.9,14.075,10813.99561,768.312299112
2016-12-03,776.15,779.23,761.54,766.32,21.035,16195.83255,769.946876634
2016-12-02,761.67,779.29,755.59,776.19,23.663,18255.12925,771.463011875
2016-12-01,743.68,762.68,743.51,759.48,23.986,18010.51189,750.87600642
2016-11-30,737.88,748.72,731.1,743.68,25.748,19122.33639,742.672688753
2016-11-29,735.38,743.19,732.17,735.03,21.718,16006.41721,737.011566903
2016-11-28,728.07,743.43,728.07,735.04,20.741,15251.05664,735.309610916
2016-11-27,733.13,744.53,728.85,732.14,8.71,6398.16159,734.576531573
2016-11-26,740.78,745.03,727.16,742.22,13.257,9759.62444,736.186500717
2016-11-25,742.93,747.8,733.13,740.73,18.736,13821.55668,737.700505978
2016-11-24,743.3,752.48,732.35,743.48,18.84,13976.53496,741.85429724
2016-11-23,754.07,757.32,733.3,743.3,24.069,17895.55345,743.510467822
2016-11-22,739.33,758.19,736.5,749.82,16.685,12450.6584,746.21866347
2016-11-21,732.77,746.72,728.38,737.8,11.748,8664.84737,737.559360742
2016-11-20,752.7,759.98,716.7,732.8,19.917,14754.59347,740.804010142
2016-11-19,752.23,760.23,744.42,752.7,18.866,14203.58572,752.866835577
2016-11-18,739.98,756.5,736.07,756.5,12.314,9212.8566,748.161166152
2016-11-17,743.73,756.36,739.2,740.0,47.775,35704.89705,747.355249608
2016-11-16,713.26,742.1,711.67,740.97,23.451,17096.57552,729.033965289
2016-11-15,705.94,723.17,705.05,720.4,16.65,11903.0063,714.895273273
2016-11-14,701.13,715.14,700.69,707.11,14.649,10356.81139,706.997842174
2016-11-13,702.29,713.55,687.71,710.48,35.627,24874.72877,698.198803436
2016-11-12,719.9,724.92,702.36,704.01,14.129,10061.38704,712.108927737
2016-11-11,717.16,726.22,714.23,717.06,19.596,14099.78227,719.523487957
2016-11-10,722.5,725.18,711.0,713.5,17.611,12629.61449,717.143517688
2016-11-09,713.13,742.94,711.65,722.5,23.538,17161.42798,729.094569632
2016-11-08,704.4,716.97,704.21,714.43,9.776,6936.05769,709.498536211
2016-11-07,712.02,713.23,702.15,705.35,15.24,10799.69878,708.641652231
2016-11-06,707.52,725.77,705.71,714.0,13.928,9952.06794,714.536756175
2016-11-05,707.61,713.46,703.03,706.47,11.764,8321.99253,707.411809759
2016-11-04,691.67,714.92,685.87,706.61,21.656,15144.47517,699.320057721
2016-11-03,748.43,751.41,680.7,692.42,40.389,28975.88947,717.420324098
2016-11-02,734.03,745.0,725.0,745.0,17.54,12828.19452,731.367988597
2016-11-01,700.73,739.54,700.73,730.7,20.319,14733.26292,725.097835523
2016-10-31,700.93,710.55,688.43,701.05,19.494,13675.138,701.50497589
2016-10-30,714.57,714.57,696.06,699.68,21.761,15368.52502,706.241671798
2016-10-29,691.79,721.47,691.78,715.66,23.179,16445.3833,709.494943699
2016-10-28,686.8,693.39,684.58,692.76,17.736,12208.97613,688.372582882
2016-10-27,677.31,690.26,677.31,685.65,18.3,12518.51518,684.07186776
2016-10-26,655.27,678.54,655.23,675.7,25.744,17181.29193,667.390146442
2016-10-25,652.0,663.03,651.79,656.3,24.213,15933.93473,658.073544377
2016-10-24,654.59,655.38,651.05,653.29,16.094,10518.53206,653.568538586
2016-10-23,662.12,665.9,654.95,655.21,20.998,13837.69008,659.000384799
2016-10-22,634.45,662.65,632.83,661.25,27.523,17883.63255,649.770466519
2016-10-21,632.83,639.49,632.83,634.42,22.373,14205.65201,634.946230278
2016-10-20,631.5,635.31,629.67,632.84,19.663,12433.35177,632.322217871
2016-10-19,637.0,641.15,625.76,631.5,18.927,12007.20337,634.395486342
2016-10-18,638.83,643.14,634.81,637.05,14.252,9112.29416,639.369503228
2016-10-17,643.54,646.12,637.83,638.3,16.338,10488.71686,641.982914677
2016-10-16,640.69,647.06,639.11,641.29,16.86,10838.4832,642.851909846
2016-10-15,642.34,648.05,637.64,637.64,21.234,13669.59971,643.759993878
2016-10-14,634.24,645.06,634.24,641.19,19.458,12444.49412,639.556692363
2016-10-13,637.9,642.14,633.07,635.6,22.272,14227.23941,638.794872935
2016-10-12,642.99,645.03,635.41,635.41,17.503,11214.8726,640.740021711
2016-10-11,618.86,646.58,618.8,643.34,22.465,14231.73346,633.506942355
2016-10-10,617.39,622.41,617.39,618.63,17.297,10712.32582,619.316980979
2016-10-09,620.9,623.38,617.0,620.66,14.806,9171.78037,619.46375591
2016-10-08,619.59,625.78,617.12,620.9,17.415,10824.78517,621.578246914
2016-10-07,614.12,622.08,612.26,618.02,17.059,10546.1845,618.21821326
2016-10-06,615.0,619.21,614.06,614.92,17.266,10632.60782,615.811874204
2016-10-05,612.0,620.17,611.8,617.4,21.276,13073.70735,614.481450931
2016-10-04,613.6,619.73,608.95,611.79,17.314,10605.56447,612.542709368
2016-10-03,611.84,615.87,611.84,615.53,18.017,11058.77472,613.796676472
2016-10-02,616.45,622.49,609.79,613.81,21.222,13029.68829,613.970798699
2016-10-01,612.92,625.0,612.92,622.49,21.269,13137.53673,617.684739762
2016-09-30,608.08,617.99,608.0,617.99,14.5,8840.45195,609.686341379
2016-09-29,618.35,618.36,607.13,610.51,15.329,9362.46747,610.768313002
2016-09-28,605.13,617.34,603.28,608.75,23.349,14210.80442,608.625826374
2016-09-27,609.43,610.31,602.82,607.73,23.502,14278.25687,607.533693728
2016-09-26,601.68,609.9,599.58,607.35,18.921,11451.81689,605.243744517
2016-09-25,604.08,604.11,598.06,599.9,11.969,7201.99631,601.720804578
2016-09-24,604.51,606.92,601.68,604.08,18.281,11049.22999,604.410589683
2016-09-23,595.91,604.17,595.28,601.84,17.475,10470.65151,599.178913305
2016-09-22,597.22,600.73,595.46,598.4,16.063,9596.39327,597.422229347
2016-09-21,606.6,606.6,595.06,596.51,16.202,9692.69875,598.240880755
2016-09-20,608.79,611.99,606.09,607.82,17.666,10759.65492,609.060054342
2016-09-19,611.06,613.57,607.29,608.78,16.206,9900.08344,610.890006171
2016-09-18,607.45,613.46,606.13,611.9,16.77,10226.92503,609.834527728
2016-09-17,607.76,611.28,605.05,609.63,17.711,10768.05342,607.986755124
2016-09-16,610.82,612.99,606.91,607.78,18.144,11072.75074,610.27065366
2016-09-15,610.48,615.01,608.92,612.9,17.258,10557.00085,611.716354734
2016-09-14,614.71,615.54,611.95,613.89,18.669,11455.75423,613.624416412
2016-09-13,608.95,615.98,608.52,612.25,16.736,10233.49603,611.466062978
2016-09-12,609.07,613.19,607.17,611.1,17.794,10846.14464,609.539431269
2016-09-11,625.92,632.55,602.05,608.95,24.094,14991.20608,622.196649788
2016-09-10,624.64,629.21,623.24,625.28,15.98,10008.54223,626.316785357
2016-09-09,629.99,630.0,621.77,624.51,14.407,9007.16479,625.193641285
2016-09-08,616.03,632.0,615.5,627.64,18.304,11428.81747,624.389066324
2016-09-07,613.5,616.03,609.02,616.03,17.221,10564.93677,613.491479589
2016-09-06,606.48,614.0,605.0,613.49,17.033,10375.96758,609.1685305
2016-09-05,612.15,612.16,602.2,610.18,19.914,12089.67167,607.094088079
2016-09-04,598.64,613.33,597.44,610.23,19.928,12074.06649,605.884508731
2016-09-03,577.0,603.03,573.48,597.33,21.735,12627.98222,580.997571659
2016-09-02,572.0,577.43,569.79,574.37,17.76,10177.81639,573.075247185
2016-09-01,574.54,575.0,570.77,572.04,15.254,8742.30836,573.115796512
2016-08-31,579.49,579.5,571.09,574.55,15.753,9047.02757,574.305057449
2016-08-30,575.69,580.89,574.26,577.24,18.039,10422.46977,577.774254116
2016-08-29,578.65,580.64,573.61,575.69,18.709,10806.37655,577.60310813
2016-08-28,570.37,577.99,567.94,577.49,19.922,11429.20696,573.6977693
2016-08-27,580.31,580.31,566.3,568.03,17.693,10157.71308,574.109143729
2016-08-26,577.15,583.16,574.47,578.03,46.927,27184.65026,579.296572549
2016-08-25,579.82,579.82,573.4,577.62,16.573,9544.22647,575.890090509
2016-08-24,583.39,585.41,579.17,581.86,18.123,10546.8636,581.96013905
2016-08-23,586.84,588.53,580.36,585.84,17.721,10354.21498,584.290670955
2016-08-22,579.76,588.98,578.18,584.71,17.969,10479.884,583.220212588
2016-08-21,582.1,583.97,577.7,581.47,17.265,10038.63618,581.444319722
2016-08-20,572.9,583.72,569.76,580.06,18.024,10411.88787,577.667991012
2016-08-19,572.79,575.65,569.48,570.61,17.685,10125.07676,572.523424371
2016-08-18,572.11,576.81,569.81,571.0,18.154,10399.87295,572.869502589
2016-08-17,579.0,579.0,569.38,569.81,20.294,11653.08626,574.213376367
2016-08-16,567.67,582.11,562.55,579.0,20.331,11636.31728,572.343577788
2016-08-15,569.3,572.84,560.76,564.93,18.239,10358.14977,567.912153627
2016-08-14,583.11,583.11,563.38,570.44,19.084,10969.04283,574.776924649
2016-08-13,586.15,588.17,580.01,581.62,17.355,10164.89444,585.704087583
2016-08-12,588.84,590.09,581.77,583.81,19.096,11185.33315,585.742205174
2016-08-11,589.14,598.88,586.48,586.48,18.627,11039.5764,592.665292318
2016-08-10,582.32,599.54,579.99,589.65,21.524,12702.69916,590.164428545
2016-08-09,590.5,590.5,580.96,583.86,20.08,11773.35805,586.322612052
2016-08-08,592.97,593.05,586.85,590.3,28.708,16955.46568,590.618144071
2016-08-07,590.6,601.99,584.45,590.63,24.831,14711.10885,592.449311345
2016-08-06,575.51,591.82,568.66,590.36,20.57,11881.13637,577.595350997
2016-08-05,582.04,582.49,568.84,575.59,20.986,12054.08056,574.386760698
2016-08-04,569.19,585.45,561.44,581.43,44.538,25666.99434,576.294273205
2016-08-03,526.03,570.12,520.58,570.12,40.499,22101.76669,545.736109287
2016-08-02,604.97,610.0,487.59,526.66,66.699,36641.62486,549.357934302
2016-08-01,621.05,623.13,604.81,604.81,22.562,13934.61238,617.61423544
2016-07-31,653.31,653.31,624.83,624.83,20.017,12687.68837,633.845649698
2016-07-30,654.2,657.1,647.76,650.7,16.519,10791.07924,653.25257219
2016-07-29,653.11,656.89,648.82,652.71,19.674,12870.09325,654.167594287
2016-07-28,654.03,657.92,646.48,651.25,17.93,11731.07657,654.2708628
2016-07-27,649.78,658.44,643.26,651.41,21.228,13855.69265,652.708340399
2016-07-26,651.94,656.56,640.91,652.64,20.103,13084.27345,650.861734567
2016-07-25,661.69,661.69,646.47,651.02,19.455,12733.20112,654.495046004
2016-07-24,654.6,664.89,642.38,659.04,19.839,12986.98145,654.618753465
2016-07-23,649.89,656.06,643.76,652.02,23.634,15390.24216,651.190748921
2016-07-22,664.21,666.08,640.27,646.16,23.966,15764.7023,657.794471334
2016-07-21,664.62,666.71,657.52,661.55,17.197,11399.04502,662.850789091
2016-07-20,666.77,673.01,656.01,661.78,17.041,11356.53802,666.424389414
2016-07-19,673.61,673.61,660.89,669.0,21.053,14089.57082,669.242902199
2016-07-18,679.11,681.85,663.69,670.92,23.429,15826.09994,675.491909172
2016-07-17,662.82,681.1,656.01,677.36,29.704,19885.05142,669.440190547
2016-07-16,663.36,666.23,657.15,659.01,18.446,12220.88472,662.522211862
2016-07-15,659.72,666.2,657.08,664.82,24.947,16538.39288,662.941150439
2016-07-14,653.24,662.92,651.93,657.08,28.243,18560.26423,657.163340651
2016-07-13,665.41,666.4,656.47,659.08,21.437,14176.91469,661.32922937
2016-07-12,641.02,671.67,638.91,667.47,27.164,17801.34413,655.328527831
2016-07-11,649.77,660.22,637.17,648.97,21.946,14246.69366,649.170402807
2016-07-10,652.0,652.0,641.95,649.77,27.004,17477.89996,647.233741668
2016-07-09,669.0,669.0,626.55,648.1,40.432,26279.71837,649.97324817
2016-07-08,640.26,665.75,636.29,665.75,30.684,19902.63553,648.63236638
2016-07-07,677.02,679.15,612.27,638.28,52.817,33689.14975,637.846711286
2016-07-06,666.49,677.24,664.51,675.71,24.882,16733.06697,672.496863998
2016-07-05,674.76,674.76,660.28,665.85,15.668,10452.30018,667.111321164
2016-07-04,666.36,674.27,659.11,666.07,19.855,13243.5324,667.012460337
2016-07-03,676.0,678.3,624.95,645.35,1.402,927.0509,661.234593438
2016-07-02,666.05,676.0,659.39,676.0,0.765,510.93543,667.88945098
2016-07-01,665.64,679.25,633.83,658.99,9.976,6645.29537,666.128244787
2016-06-30,631.65,668.04,626.77,662.24,8.797,5705.95329,648.624905081
2016-06-29,639.05,641.31,622.25,635.59,17.83,11263.25575,631.702509815
2016-06-28,646.5,656.0,630.0,646.91,32.577,20985.28712,644.174943058
2016-06-27,638.75,655.02,631.64,644.61,10.615,6813.21343,641.847708902
2016-06-26,663.41,663.41,614.36,622.91,12.906,8287.78444,642.165228576
2016-06-25,663.0,684.88,648.53,664.99,12.239,8099.93543,661.813500286
2016-06-24,628.96,682.61,628.96,649.79,53.255,35278.75155,662.44956436
2016-06-23,594.81,626.51,565.37,625.0,101.743,59947.13618,589.20157829
2016-06-22,667.77,676.02,585.45,592.0,85.342,54457.41749,638.108053362
2016-06-21,693.54,712.44,641.88,659.87,116.851,78809.08318,674.440810776
2016-06-20,764.2,764.2,727.11,731.09,29.795,22159.06163,743.717456956
2016-06-19,744.09,766.07,743.06,765.79,24.938,18821.7773,754.742854279
2016-06-18,747.96,775.2,736.79,756.98,36.948,28024.09466,758.473927141
2016-06-17,763.78,775.83,718.22,747.06,72.591,54196.03152,746.594364591
2016-06-16,696.0,773.14,696.0,767.8,69.816,51769.1596,741.508530996
2016-06-15,684.78,696.04,673.59,696.0,52.38,35881.94501,685.031405307
2016-06-14,703.34,703.34,662.18,688.37,84.899,58127.92061,684.6714403
2016-06-13,669.28,713.0,662.81,702.22,119.618,82716.14653,691.502504055
2016-06-12,606.2,679.74,606.2,669.5,92.803,59824.32593,644.637845005
2016-06-11,580.98,602.97,580.98,602.97,57.725,33865.62801,586.671771503
2016-06-10,575.66,582.01,574.53,579.76,46.279,26757.85217,578.185617019
2016-06-09,581.48,581.52,574.58,577.29,49.116,28426.18191,578.756045077
2016-06-08,576.24,582.12,573.83,581.98,46.263,26739.99552,577.999600545
2016-06-07,584.39,589.89,568.53,576.23,66.334,38580.97561,581.616902493
2016-06-06,573.98,586.07,573.98,583.58,63.475,36949.05483,582.104054037
2016-06-05,573.46,582.78,571.21,574.45,69.891,40397.35841,578.005156744
2016-06-04,569.95,587.23,564.69,572.59,96.867,55651.46673,574.514197095
2016-06-03,538.8,574.94,536.77,570.39,104.776,58247.47447,555.923822917
2016-06-02,536.13,543.93,533.94,537.67,58.765,31575.15345,537.312234323
2016-06-01,531.19,541.77,526.37,537.87,57.998,31006.66997,534.616193145
2016-05-31,530.16,545.77,518.9,533.05,56.719,30256.68085,533.448771135
2016-05-30,521.15,544.58,519.33,535.38,57.854,30747.99199,531.475645418
2016-05-29,523.24,548.42,508.79,521.69,100.259,52508.77151,523.731251159
2016-05-28,471.96,532.9,471.96,524.0,76.053,38111.07659,501.112074343
2016-05-27,452.45,478.19,452.45,473.39,55.312,26051.8215,470.997640657
2016-05-26,448.32,456.0,447.18,454.26,119.544,53887.40402,450.774643813
2016-05-25,445.42,451.99,445.42,450.11,47.715,21383.11206,448.142346432
2016-05-24,442.87,447.74,442.87,447.22,47.107,20956.94085,444.879547626
2016-05-23,438.35,444.77,437.04,442.5,42.549,18772.81834,441.204689652
2016-05-22,439.99,443.77,438.09,439.99,40.643,17921.85672,440.958017863
2016-05-21,439.2,442.76,433.7,442.08,53.416,23411.11064,438.278992062
2016-05-20,432.42,441.11,431.01,439.74,108.228,47384.50064,437.821087334
2016-05-19,452.82,453.57,435.1,435.1,60.219,26974.75658,447.944279712
2016-05-18,453.34,455.91,452.81,453.38,43.592,19822.04592,454.71751514
2016-05-17,453.5,454.93,452.06,454.93,44.916,20367.50227,453.457615772
2016-05-16,457.98,458.84,452.85,453.45,48.727,22258.60899,456.802368092
2016-05-15,455.39,459.2,454.92,458.0,41.872,19115.09176,456.512508598
2016-05-14,456.61,458.67,454.73,454.93,50.587,23061.97065,455.887296143
2016-05-13,456.04,457.39,453.24,456.58,50.14,22857.97786,455.883084563
2016-05-12,454.28,455.95,449.93,455.95,45.03,20382.68417,452.646772596
2016-05-11,452.24,455.89,452.16,453.39,47.089,21394.29321,454.337386863
2016-05-10,462.24,464.4,451.07,451.07,56.8,26026.78808,458.2181
2016-05-09,459.68,464.88,456.69,461.99,52.636,24227.6844,460.287339463
2016-05-08,459.5,461.68,456.56,459.28,51.966,23871.55793,459.36877824
2016-05-07,461.61,461.75,458.61,460.68,46.257,21301.15956,460.495915429
2016-05-06,448.73,461.88,447.69,461.88,70.768,32106.58698,453.687923638
2016-05-05,448.25,450.86,446.91,448.28,38.299,17186.96394,448.757511684
2016-05-04,451.71,452.61,446.3,446.3,36.723,16505.86325,449.46935844
2016-05-03,444.25,452.71,443.56,451.45,49.413,22137.80197,448.015744237
2016-05-02,453.15,454.6,441.78,445.79,58.81,26322.75672,447.589809896
2016-05-01,448.89,455.3,447.5,452.21,39.296,17747.66534,451.640506413
2016-04-30,455.28,455.28,448.3,448.3,21.416,9673.86458,451.712018117
2016-04-29,449.76,456.76,447.98,456.76,26.224,11821.95614,450.806747254
2016-04-28,445.39,450.74,439.79,450.74,24.662,10999.73912,446.019751845
2016-04-27,468.04,469.74,445.39,445.39,51.436,23655.952,459.91041294
2016-04-26,463.96,469.89,463.86,468.0,34.595,16138.63689,466.502005781
2016-04-25,459.5,468.73,453.8,464.72,46.981,21662.06456,461.081385241
2016-04-24,450.71,459.52,449.6,459.52,46.606,21161.76074,454.056575119
2016-04-23,447.91,450.71,445.59,450.71,46.892,21000.77154,447.854037789
2016-04-22,449.62,449.62,444.94,446.45,45.613,20407.44404,447.404118124
2016-04-21,442.52,451.21,441.33,451.21,42.779,19045.17706,445.199211295
2016-04-20,436.28,443.34,435.75,442.52,49.88,21879.38411,438.640419206
2016-04-19,428.66,435.35,427.3,435.35,61.734,26511.71285,429.450754042
2016-04-18,427.89,430.55,427.04,428.32,61.787,26465.93073,428.341410491
2016-04-17,430.1,431.37,425.84,427.15,55.712,23868.1289,428.41988979
2016-04-16,429.24,433.32,429.08,429.58,65.392,28177.9336,430.907964277
2016-04-15,425.58,430.47,424.81,429.24,75.508,32299.03428,427.756453356
2016-04-14,424.74,426.43,423.14,425.4,49.381,20967.81481,424.613005204
2016-04-13,427.09,427.84,423.82,424.74,40.208,17111.94785,425.585650865
2016-04-12,424.61,429.0,424.06,427.31,50.387,21489.87511,426.49641991
2016-04-11,420.86,424.64,420.73,424.46,66.903,28263.19706,422.450369341
2016-04-10,419.28,423.66,418.14,420.88,67.531,28403.35755,420.597319009
2016-04-09,418.99,419.89,416.05,419.27,61.042,25541.36764,418.422850496
2016-04-08,422.98,424.61,419.62,420.04,28.295,11966.10275,422.9052041
2016-04-07,423.89,424.82,419.72,422.42,60.02,25355.01172,422.442714429
2016-04-06,424.33,425.07,422.52,423.99,54.107,22925.29777,423.702991665
2016-04-05,420.18,424.82,420.18,424.05,52.133,22053.20805,423.0182044
2016-04-04,421.04,422.3,418.06,420.57,69.208,29098.86381,420.455204745
2016-04-03,419.5,421.55,419.03,421.5,34.955,14703.73996,420.647688743
2016-04-02,417.47,423.6,417.47,419.92,26.145,11006.09327,420.963598011
2016-04-01,416.43,418.7,416.06,417.47,66.072,27585.58447,417.507937856
2016-03-31,414.31,419.14,414.31,417.75,71.418,29748.88941,416.546100563
2016-03-30,416.99,417.02,410.13,414.31,60.076,24872.52419,414.01764748
2016-03-29,423.37,425.57,412.2,416.9,70.101,29319.33441,418.244167844
2016-03-28,426.2,427.22,421.86,423.0,56.359,23939.02089,424.759504072
2016-03-27,417.31,429.77,416.63,425.84,69.14,29099.26739,420.874564507
2016-03-26,416.92,418.48,416.26,417.57,62.957,26274.70632,417.343684102
2016-03-25,415.44,418.62,414.52,416.55,70.633,29420.95805,416.53275452
2016-03-24,416.7,418.16,414.87,416.79,50.427,21008.4778,416.611692149
2016-03-23,417.39,418.3,414.7,416.88,61.837,25756.54285,416.523163316
2016-03-22,412.57,418.71,412.57,417.21,61.543,25608.05682,416.100235933
2016-03-21,412.52,413.91,408.16,412.56,60.906,25046.31139,411.228965783
2016-03-20,409.54,414.46,409.54,413.63,14.724,6072.39078,412.414478403
2016-03-19,408.87,409.66,406.59,407.75,14.14,5774.91332,408.409711457
2016-03-18,420.22,421.65,406.11,408.39,34.471,14321.19126,415.45621711
2016-03-17,418.26,422.01,418.26,420.92,66.494,27953.72532,420.394702078
2016-03-16,415.72,418.73,413.46,418.73,59.815,24866.53176,415.724011703
2016-03-15,415.0,418.57,413.94,415.72,55.738,23179.40354,415.863567763
2016-03-14,410.37,416.83,410.37,414.42,46.499,19201.69208,412.948495236
2016-03-13,408.07,414.45,407.64,409.99,53.393,21929.76641,410.723623134
2016-03-12,419.91,420.45,407.6,409.89,56.764,23379.1174,411.865220915
2016-03-11,416.52,422.98,415.98,420.42,59.641,25063.52467,420.239846247
2016-03-10,412.45,417.83,409.86,416.31,65.191,27001.80335,414.195262383
2016-03-09,411.91,414.57,409.29,410.97,26.8,11047.95877,412.237267537
2016-03-08,411.52,415.35,409.57,411.14,51.651,21235.28783,411.130236201
2016-03-07,401.77,413.85,399.03,413.41,38.623,15740.47554,407.541504803
2016-03-06,393.2,408.86,390.0,402.31,27.78,11155.86095,401.578867891
2016-03-05,407.47,407.47,390.57,395.03,42.537,17025.75012,400.257425771
2016-03-04,419.62,424.3,407.7,408.4,32.968,13804.18011,418.714514378
