Date,Open,High,Low,Last,Change,Settle,Volume,Previous Day Open Interest
2018-04-24,-0.0025060240963857,-0.0021178282633808,-0.0018362810476467,-0.00086922928336887,-0.86486486486486,-0.00048299845440489,0.69230769230769,0.024390243902439
2018-04-23,-0.0044141637078975,-0.0040268456375839,-0.0035631741140216,-0.0031770482333685,0.19354838709677,-0.0035614592357301,0.3,0.0
2018-04-20,-0.0045849651351609,-0.0042959427207639,-0.0034548944337812,-0.0037406483790524,-0.29545454545455,-0.002975047984645,4.0,0.0
2018-04-19,-0.0015259895088222,-0.001810558414332,-0.0027753852043257,-0.0031551773592122,0.69230769230769,-0.0042048929663608,0.0,0.0
2018-04-18,-0.0023786869647954,-0.0074718622907404,-0.0023868627076572,-0.002765064836003,-0.63380281690141,-0.0024785510009532,-0.33333333333333,-0.035294117647059
2018-04-17,,-0.00037817906778877,-0.0040886184273081,-0.0067241216024246,1.7307692307692,-0.0067228482151312,,0.0
2018-04-16,,0.0018944775978024,9.509319132749e-05,0.002087880800987,,0.0024679639297579,-1.0,0.011904761904762
2018-04-13,,-0.0029278428409519,0.00019022256039585,0.00037975885312843,,0.0,-0.66666666666667,0.024390243902439
2018-04-12,-0.0032154340836011,-0.0016971525551575,-0.004921446148022,-0.0049126121870572,1.6470588235294,-0.0042533081285444,2.0,-0.012048192771084
2018-04-11,-0.002923149457803,-0.0021638912409446,-0.0017006802721089,-0.00075521570848665,2.4,-0.0016042276115882,0.0,0.0
2018-04-10,,0.0025466893039049,0.0030326004548902,-0.00084889643463509,-0.79166666666667,-0.00047160913035271,,0.0
2018-04-09,,0.0017953321364453,0.0038051750380518,0.0028376844494893,-0.52,0.0022688598979013,-1.0,-0.011904761904762
2018-04-06,-0.0016098484848485,0.0017985611510791,-0.0010453292787229,0.0044655581947743,0.47058823529412,0.0047492401215807,-0.8,0.063291139240506
2018-04-05,-0.0024560740600793,-0.0051793954232979,-0.0032206119162642,-0.0031255919681759,1.125,-0.0032190872940732,-0.61538461538462,0.16176470588235
2018-04-04,-0.0018857250612861,-0.0018798759281887,-0.0015132885652131,-0.0020793950850661,-0.66666666666667,-0.0015125732652676,2.25,-0.055555555555556
2018-04-03,,-0.0006575239526582,,-0.0037664783427495,0.92,-0.0045172219085262,,0.0
2018-04-02,,0.0021651134331168,,0.00094250706880312,4.0,0.0023582680879162,-1.0,0.18032786885246
2018-03-29,-0.001225028269883,-0.0094181275643417,-0.0007551444213705,0.00028283209201468,-0.95575221238938,-0.00047143126532146,-0.69387755102041,0.41860465116279
2018-03-28,,-0.0032530904359142,-0.0079595467740427,-0.010910108168594,2.8965517241379,-0.01054202817427,,0.0
2018-03-27,,-0.00027875859505665,-0.0024287716020551,-0.0015827204170934,0.52631578947368,-0.0026981764049125,,0.0
2018-03-26,,0.0011162790697675,,0.0017720574519679,-0.58695652173913,0.0017709012955541,,0.0
2018-03-23,,0.0015839001211218,,0.0020560747663551,10.5,0.0043059065805485,-1.0,0.1025641025641
2018-03-22,0.0037418147801684,0.0023347030257751,0.0047995482778092,0.00037397157816002,-0.92156862745098,-0.00037428651632821,1.5,0.054054054054054
2018-03-21,,,0.00037657691583502,0.006777108433735,-0.23880597014925,0.0047950357277171,,0.0
2018-03-20,,,0.0065384250923909,0.0023587130861402,0.97058823529412,0.0019783325482807,-1.0,-0.99912450901519
2018-03-19,-0.00075507314771131,-0.0010350018818215,-0.00047357454063285,0.0014172335600908,1.6153846153846,0.0032133068708062,-0.34405899111781,0.10356172968456
2018-03-16,-0.0071221066441756,-0.0056137724550898,-0.003115853082806,-0.00084961767204749,-0.84146341463415,-0.0012271096847271,0.9921875,0.18839410395656
2018-03-15,-0.001497146065313,-0.0010281334704179,-0.0044181237074639,-0.0075885328836425,10.714285714286,-0.0076807793180969,-0.42828784119107,1.1722278395686
2018-03-14,0.0045117022276529,0.00046755189826086,0.0015063076633403,-0.00074892342258017,-0.75862068965517,-0.00065524665356166,2.2291666666667,0.5254498714653
2018-03-13,0.0032060348892033,0.0031894934333957,0.0027376569432645,0.0038530213325815,-0.40816326530612,0.0027219823540455,-0.034745359352689,1.0097127505683
2018-03-12,0.0,0.0031052978262916,0.0014180374361882,0.0038679245283019,6.0,0.0046204620462045,4.8646196789951,0.11241379310345
2018-03-09,-0.0082296829701673,-0.0071935724962631,-0.0014160294534125,-0.00047147571900042,-0.92553191489362,0.00066050198150587,-0.015796703296703,0.21474448478079
2018-03-08,-0.0059496142047041,-0.007142194601614,-0.008610201216659,-0.0082296829701673,1.8484848484848,-0.0087916199027309,-0.36307961504812,1.0533256880734
2018-03-07,0.0021427240544067,0.0001855459690138,-0.0025205377147124,-0.003076636211076,10.0,-0.0030769230769232,3.6844262295082,0.094789704959196
2018-03-06,-0.0039899786582539,-0.00064898943074349,-0.0012121212121213,-0.00074529532327176,-0.92857142857143,-0.00027964205816552,-0.010141987829615,0.087372013651877
2018-03-05,0.0055985816926379,-0.0016660496112551,0.001494070408068,-0.0023236360256531,-0.35384615384615,-0.0038997214484679,-0.39731051344743,0.17106314948042
2018-03-02,0.0030887308124299,0.0075538561969598,0.0068634825122225,0.0040126913027249,4.9090909090909,0.0060719290051377,0.10690121786198,0.12804328223625
2018-03-01,-0.0058621010514562,-0.002604408892196,-0.0034666916518316,0.0024321796071096,-0.80701754385965,0.0010286141761736,0.23372287145242,0.16859852476291
2018-02-28,-0.0023208317861121,-0.0030600890207716,-0.0042914450974906,-0.0056738908008557,4.1818181818182,-0.0053018323876849,1.866028708134,0.18329177057357
2018-02-27,0.0001857010213556,-0.003603437124642,-0.0029764673053668,-0.0010221148485413,-0.42105263157895,-0.0010221148485413,3.5434782608696,0.019059720457433
2018-02-26,-0.0048969786565648,-0.00018475750577365,-0.0017641597028784,-0.0018549434242256,-0.5,-0.0017623597068918,1.7058823529412,0.0038265306122449
2018-02-23,0.005761546324691,9.2387287509229e-05,0.0036343304445066,-0.0036041031327974,-0.36666666666667,-0.0035123394029023,-0.37037037037037,0.01686121919585
2018-02-22,-0.0022253129346314,0.0016657412548584,-0.0015816896166729,0.006230239910731,0.93548387096774,0.0055767264615671,-0.75229357798165,0.11577424023155
2018-02-21,-0.0073630924988495,-0.0086238532110092,-0.0028759625197144,-0.0032440448605061,-0.68686868686869,-0.0028730305838738,0.028301886792453,-0.056010928961749
2018-02-20,-0.00758129338692,-0.0082795014102446,-0.0088275862068964,-0.0091835797593902,0.76785714285714,-0.0090917439617963,0.60606060606061,0.0054945054945055
2018-02-16,0.0064350064350063,0.0025540454255221,9.1962479308432e-05,-0.0057523739956172,-0.39130434782609,-0.0051164915486524,-0.41592920353982,0.10806697108067
2018-02-15,0.0025806451612904,0.0079065918911466,0.0089070328446835,0.0078218459556455,1.1904761904762,0.0084769188242883,-0.15037593984962,0.057971014492754
2018-02-14,0.0087393082930458,0.0038763267189663,0.0026046511627908,0.0058311736393928,-0.17647058823529,0.0038849320136897,4.32,0.0048543689320388
2018-02-13,-0.0012071687250442,0.0042636018166651,0.00018608113137326,0.0043692479315794,11.75,0.0047397769516728,0.08695652173913,0.014778325123153
2018-02-12,-0.0030549898167007,-0.0012959363139869,0.00065170840703838,0.00027896596615231,-0.80952380952381,-0.0003716090672612,0.0,0.018394648829431
2018-02-09,0.0092497430626927,0.000555709919422,0.0068428946381703,-0.0036134531640878,-0.6865671641791,-0.0019471488178025,-0.69333333333333,-0.030794165316045
2018-02-08,-0.0091649694501019,-0.0017566568047335,-0.0017778609525592,0.0076556810755298,-0.15189873417722,0.0062511662623623,-0.79452054794521,1.1573426573427
2018-02-07,-0.0037812413538688,-0.0036845983787767,-0.006507390536395,-0.0075055596738325,7.7777777777778,-0.0073168472723905,6.3,-0.074433656957929
2018-02-06,-0.0018411120316671,-0.0022058823529413,-0.0015778726563949,-0.0047952784950204,-0.8125,-0.00083287062742911,4.0,0.006514657980456
2018-02-05,-0.0040341065370862,-0.0032979113228287,-0.0050789546587866,-0.00064510183393229,0.11627906976744,-0.0044223327805417,-0.62962962962963,0.023333333333333
2018-02-02,0.0046978629329404,-0.00091524803221683,0.00064683053040096,-0.0055901759530792,0.075,-0.0039460401945489,2.375,0.01010101010101
2018-02-01,0.0012912746725695,0.0039511164201047,0.0016660496112551,0.005251036388761,0.33333333333333,0.0036842590034077,-0.27272727272727,0.020618556701031
2018-01-31,0.0063114906255802,0.0025794564716722,0.0037160906726124,0.0029566663586805,-0.090909090909091,0.00277085065115,-0.3125,0.0355871886121
2018-01-30,-0.00046386492253471,0.0025861272744065,-0.0007426661715558,0.00361646884273,0.94117647058824,0.0030572540300168,-0.48387096774194,0.033088235294118
2018-01-29,-0.0045253047654229,-0.001107113202325,0.0043822843822843,-0.0040635389730328,-0.79761904761905,-0.0015724724817316,0.47619047619048,0.022556390977444
2018-01-26,0.011489957963568,-0.003310344827586,0.0042134831460674,0.0080059579221746,1.8,0.0078307075603617,-0.125,0.011406844106464
2018-01-25,0.010668429003021,0.014364331685477,0.011746873815839,0.004394576905096,-0.78571428571429,0.0028045246330746,-0.33333333333333,0.052
2018-01-24,0.0089540864926651,0.014573672754803,0.0055248618784531,0.012880007576475,1.9787234042553,0.013261343184617,2.6,0.0040160642570281
2018-01-23,-0.0014268049082087,0.0024665591499857,0.00038117019249091,0.0043755350518407,8.4,0.0044719314938156,-0.44444444444444,0.0418410041841
2018-01-22,-0.0058628841607567,-0.0059411542814032,0.00076292199122652,0.002574861720389,-0.87179487179487,-0.00047551117451276,0.63636363636364,0.043668122270742
2018-01-19,,0.0042617672128042,0.00085902452992259,-0.0057836351569167,0.3448275862069,-0.0036952814098918,10.0,-0.0043478260869565
2018-01-18,,-0.00066250236607981,0.0,0.006489168813818,0.26086956521739,0.0027553444180522,,0.0
2018-01-17,,0.0011370096645822,0.0017210058322976,-0.0062588904694167,-0.77450980392157,-0.0021805081532044,-1.0,0.44654088050314
2018-01-16,0.0051838341173081,0.0086973143457898,0.0099459250675936,0.0086083213773313,0.30769230769231,0.009764503159104,5.7142857142857,0.074324324324324
2018-01-12,0.0098885118759089,0.0068321785989224,0.0046565774155997,0.0085857611421958,2.7142857142857,0.0075231481481482,2.1111111111111,0.057142857142857
2018-01-11,0.0025269705510741,0.0019282684149634,0.0028212861173265,0.0021268368136117,-0.625,0.0020295737895042,-0.86363636363636,0.42857142857143
2018-01-10,-0.0060857805255023,0.001158301158301,-0.00058337384540587,0.0050524679362613,-0.066666666666667,0.0054416480419785,10.0,0.0
2018-01-09,-9.6590360282248e-05,-0.0021190522057407,-0.0057037896365043,-0.006084017382907,1.4,-0.0057965413969665,2.0,0.010309278350515
2018-01-08,-0.00077212624264059,-0.00086613415455673,-0.00019331142470518,-0.0029847872135566,1.7777777777778,-0.0024094063222824,-0.77777777777778,0.043010752688172
2018-01-05,-0.0023110255175734,-9.6227867590444e-05,-0.00028988308049084,0.00019260400616331,-0.60869565217391,-0.00086663456908994,-0.67857142857143,0.0
2018-01-04,0.0042549076491635,-0.0028785261945885,0.0010640355968271,0.0022198629475919,-0.58181818181818,0.002219648716464,8.3333333333333,0.0
2018-01-03,-0.0080575539568345,-0.0014371945961484,-0.0048132460531381,-0.0055667530473174,2.4375,-0.0052798310454066,0.0,0.021978021978022
2018-01-02,,0.0034612056533026,0.0041565973900435,0.0028876696505921,-0.6734693877551,0.0015383136236901,,0.0
2017-12-29,,0.003957528957529,0.0071066978193147,0.0041561956311618,-0.27941176470588,0.0047333848531686,-1.0,0.034090909090909
2017-12-28,0.0010710808179164,0.0067048877660093,0.0021463414634146,0.0057353941868378,1.72,0.0066122131466355,3.0,0.011494252873563
2017-12-27,,0.0028259598518806,0.0015634160640999,0.0027293108490105,2.5714285714286,0.0024368846866166,,0.0
2017-12-26,,-0.00077896786757538,-0.0006835269993164,-0.0010710808179161,-0.53333333333333,0.00068279360124868,,0.0
2017-12-22,,-0.0020406180157419,9.7656249999989e-05,0.0002921983052498,-0.16666666666667,-0.0014609915262492,,0.0
2017-12-21,,-0.0030998740676161,-0.00282403349888,-0.0015559661577361,0.28571428571429,-0.0017501215362178,-1.0,0.0
2017-12-20,-0.0024274201378774,0.00058156440825815,-0.00077843728714618,-0.0022317096836794,2.5,-0.0013593552772114,-0.8,0.074074074074074
2017-12-19,0.011888386716447,0.0068312676881039,0.010521140609636,0.0075276175579236,-0.91489361702128,0.0069417285881894,-0.99955213185238,-0.99897914172286
2017-12-18,-0.0011776251226692,0.0033290903750121,0.0016743819560719,0.0051095607742949,0.51612903225806,0.0046164423926922,-0.30283823024323,0.042627560741646
2017-12-15,-0.0031305028370183,-0.0029288294444986,-0.0025542784163473,-0.0017655713585091,0.19230769230769,-0.0030356443399923,-0.146151590285,0.28716404783248
2017-12-14,0.0057064147973239,-0.00097532429532831,0.0023633677991137,-0.0038108266562439,-0.68292682926829,-0.0025395585075209,-0.25041966426859,0.94733375053523
2017-12-13,0.00019681165124973,0.0061825318940139,0.0010843848580443,0.0066889632107025,7.2,0.0080740448995667,4.0342052313883,0.32685079975527
2017-12-12,0.0010836370800907,0.0007857002553525,-0.00049265937530786,0.00039362330249946,-0.16666666666667,-0.00098367106039729,-0.19344368711457,0.37968043412722
2017-12-11,0.0018752467429923,0.002362669816893,0.0045531030387013,0.00039377830281547,-0.29411764705882,0.0011818002757533,0.27577639751553,0.98741761533853
2017-12-08,-0.0057894220390539,-0.0050930460333006,-0.0030590092757056,0.0019727756954034,-0.6046511627907,0.0016770247607774,5.2082262210797,0.22883227801502
2017-12-07,-0.0019586720203702,-0.0017598748533438,-0.0039315903282878,-0.0045168892380204,1.15,-0.0042239685658153,-0.77009456264775,2.2711946050096
2017-12-06,-0.0026372338347335,-0.0017567831348819,-0.0021577089054531,-0.0024488196689195,-0.25925925925926,-0.0019607843137255,13.649350649351,0.18155947638019
2017-12-05,-0.0045697617890131,-0.0041792205267761,-0.0021530632217655,-0.0025403028822669,-0.7378640776699,-0.0026400704018773,-0.67894371091035,0.31315396113602
2017-12-04,0.0028276131045241,-0.006181783058051,0.00039161934599565,-0.0079480469128623,0.19767441860465,-0.0099709583736689,0.11636927851047,0.88983050847458
2017-12-01,0.0013669205233354,0.0080817916260956,0.0010781142801138,0.0065365853658538,16.2,0.008395158141351,2.4650537634409,0.39370078740157
2017-11-30,-0.00078048780487796,9.7380465478614e-05,-0.0014679976512038,0.00068339353704962,-0.16666666666667,-0.00048785247341199,1.3105590062112,0.01195219123506
2017-11-29,-0.0023359937706835,-0.0015556635877492,-0.0018560125036632,-0.00039035815360589,-0.83333333333333,0.00058576588889967,-0.15263157894737,0.22141119221411
2017-11-28,-0.0012637309225234,-0.0025215788963243,-0.0032132424537486,-0.0023366760782786,1.25,-0.0035022862146124,0.31944444444444,0.11081081081081
2017-11-27,0.00126532995912,0.0005822416302765,0.00068206177530929,-0.0024281274281276,-0.15789473684211,-0.0015541525012142,-0.21311475409836,0.06628242074928
2017-11-24,0.0087383406971037,0.0024319066147859,0.0080542186425695,0.002336448598131,-0.81904761904762,0.0018489684702219,0.90625,0.11217948717949
2017-11-22,0.0016719118804092,0.0087331959572173,0.003647476340694,0.0094339622641508,7.75,0.010323468685478,0.5,-0.065868263473054
2017-11-21,-0.0039184952978056,-0.0020564042303175,-0.0010832102412606,0.0018706310918578,-0.75,0.0011812186238802,-0.15789473684211,0.11333333333333
2017-11-20,0.0026519988213338,-0.00029368575624079,0.00039404984730586,-0.0047035766780989,-0.058823529411765,-0.0047026550406583,-0.30275229357798,-0.013157894736842
2017-11-17,-0.0022540180321442,0.00058771672054085,0.00029562475364601,0.0053196729386268,0.0,0.0050216620716816,2.7586206896552,0.020134228187919
2017-11-16,0.00068647641463168,-0.0038056206088993,-0.0035349567949726,-0.0056812616318935,4.6666666666667,-0.0049965709806994,-0.42,0.12452830188679
2017-11-15,0.0065146579804562,0.0036235432376849,0.0060258816556357,0.0010786428711511,-0.85245901639344,0.00088252598548725,1.7777777777778,0.0
2017-11-14,0.00059259259259253,0.0052175625123054,0.0016821690085098,0.0065140150019739,60.0,0.0060175594357305,-0.80645161290323,0.06425702811245
2017-11-13,-0.0015777536732078,-0.00088521687813505,-0.0019751135690302,-0.00019735543714227,-0.96153846153846,9.8658247829508e-05,-0.36301369863014,0.050632911392405
2017-11-10,0.0045567112431896,-0.00039327499754199,0.0049622866216752,-0.0020679468242245,-0.6231884057971,-0.0025585514662467,5.3478260869565,0.044052863436123
2017-11-09,-0.0015824349718129,0.005735192326708,-0.001486473094837,0.0061428712969385,12.8,0.0068364212820766,0.27777777777778,0.046082949308756
2017-11-08,0.0010891089108912,-0.00059294396679507,0.0014886859865026,0.0,-0.72222222222222,-0.00049514755397103,-0.4375,0.095959595959596
2017-11-07,0.002979145978153,-0.00029638411381147,0.00089401013211495,-0.0026679841897232,-0.37931034482759,-0.001779359430605,3.5714285714286,0.015384615384615
2017-11-06,-0.0033650039588283,-0.001282683769117,-0.00069485805042699,0.0028738479833514,0.70588235294118,0.0028749876078122,-0.84782608695652,0.12068965517241
2017-11-03,0.00019798059790138,-0.00088722397476331,-0.0016846695074819,-0.0010888932884576,-0.5952380952381,-0.0016825019794141,14.333333333333,0.011627906976744
2017-11-02,0.00049519659304739,0.0017776022121272,0.0028821307891077,0.0038755838219219,-0.26315789473684,0.0041741204531902,-0.57142857142857,0.029940119760479
2017-11-01,,-0.0023645320197044,-0.0042553191489361,-0.005730659025788,0.9,-0.0056329676845538,,0.0
2017-10-31,,-0.00088591396791035,0.0,-0.0034462386766444,-0.16666666666667,-0.0029559562518474,-1.0,0.037267080745342
2017-10-30,-0.00049382716049377,0.0031598696553768,0.0041737056543774,0.0030617283950618,1.7692307692308,0.0035597745476118,-0.51724137931034,0.025477707006369
2017-10-27,-0.0053050397877985,-0.0094874804381847,-0.0059270967104613,0.00019756989034869,-0.84883720930233,-0.0012838238198695,-0.546875,-0.10795454545455
2017-10-26,-0.0016673205178502,-0.00078186082877261,-0.0040338449429358,-0.0082296463211521,13.333333333333,-0.0084214649432042,0.16363636363636,0.053892215568862
2017-10-25,-0.0014690040152775,-0.0034089802279145,-0.0029429075927017,0.0010788544527264,-0.73913043478261,-0.00058719906048144,0.83333333333333,-0.082417582417582
2017-10-24,-0.0042905899561191,-0.00068133151644943,-0.0031292783101896,-0.0059471580384128,0.21052631578947,-0.0022458744263255,1.3076923076923,0.064327485380117
2017-10-23,-0.0066834560247965,-0.0076306384622815,-0.0031195164749465,-0.00068199532346056,-0.78651685393258,-0.0018518518518519,-0.31578947368421,-0.065573770491803
2017-10-20,0.0002906695087685,-0.0019280825219319,-0.0038842493688095,-0.0083091787439613,1.0697674418605,-0.008599864721229,-0.05,0.089285714285714
2017-10-19,,0.0034826351939635,0.0017509727626459,0.0050495241794522,0.48275862068966,0.0041723267999223,,0.0
2017-10-18,,-0.0025089259866833,-0.0026195789269428,-0.0030977734753145,0.26086956521739,-0.0028059990324142,-1.0,0.0
2017-10-17,-0.0054982154914633,-0.0020223420647149,-0.0040583631268721,-0.0027032245607261,0.21052631578947,-0.0022205058891678,0.0,0.0059880239520958
2017-10-16,,-0.0025934108154836,0.00019329274185752,-0.0013497878904742,0.26666666666667,-0.0018309723426809,-0.875,0.0060240963855422
2017-10-13,,0.00048049202383235,-0.00086906141367335,0.00086847438000569,-0.46428571428571,0.0014475969889983,-0.42857142857143,0.050632911392405
2017-10-12,0.00077011936850225,0.00028837835239831,0.00019316206297081,-0.0026946395919545,0.33333333333333,-0.0026948989412896,-0.066666666666667,0.082191780821918
2017-10-11,0.0049337331914481,0.0019262255610132,0.0033918015311562,0.0021217089401099,-0.53333333333333,0.0020252676246504,0.0,0.10606060606061
2017-10-10,,0.0037703016241299,0.00029081039162463,0.0045533811276884,2.4615384615385,0.0043587756683456,,0.0
2017-10-09,,-0.00028993911278628,0.0030140982012641,-0.0018373464848661,1.6,-0.0012576182644869,,0.0
2017-10-06,,-0.0029870880709194,-0.0040670088118524,0.00058055152394769,-0.88888888888889,0.00048393341076284,,0.0
2017-10-05,,-0.0035525684109458,-0.0036661842739991,-0.0036633567916707,3.0909090909091,-0.0043365134431918,-1.0,0.015384615384615
2017-10-04,0.0015399422521656,0.0020203963825284,0.0027087162619715,-0.0016361886429257,0.375,-0.0010589141316903,0.0,0.015625
2017-10-03,-0.00240038406145,-0.004596820532465,-0.0036626506024097,0.0012527705502552,-0.88059701492537,0.00077071290944115,0.0,0.0078740157480315
2017-10-02,,-0.0014344458257627,-0.0031706379707916,-0.0069856459330142,2.7222222222222,-0.006413324399349,-0.95,0.0
2017-09-29,,0.0023003929838016,0.0037612113029222,0.0021097046413502,1.0,0.0017259564675425,19.0,-0.0078125
2017-09-28,-0.0018276260100039,-9.5840521372639e-05,0.00038591413410512,0.0017291066282421,-0.625,0.0008637236084452,-0.75,0.040650406504065
2017-09-27,,-0.0047691720717282,-0.0045140222819823,-0.0036370597243492,-0.076923076923077,-0.0022979701263883,,0.0
2017-09-26,,-0.00057197330791223,0.0025033699210475,-0.0024823372159635,-0.2972972972973,-0.0024832855778414,-1.0,-0.0080645161290323
2017-09-25,-0.005451415455241,0.0023889154323936,-0.0042186001917545,0.0035450800038326,0.76190476190476,0.0035464391833605,-0.8,0.016393442622951
2017-09-22,,0.001722982674452,0.0043331728454501,0.0010550546710149,-0.045454545454546,0.0020169035728006,,0.0
2017-09-21,,-0.0096691629538345,-0.0038369304556355,-0.0012453300124534,-0.73170731707317,-0.0021084914701938,,0.0
2017-09-20,,9.4804702313224e-05,-0.006575185820469,-0.0074165636588381,4.8571428571429,-0.0077976416888551,,0.0
2017-09-19,,0.0046671111534431,0.0059432515337425,0.0059301769488283,-0.44,0.0051615369910152,-1.0,-0.99649223691777
2017-09-18,0.0029696331066193,-0.0015216357584404,0.00057548436600799,-0.0027661198016023,-0.5,-0.0023839038809955,-0.23008228615169,0.087724784988272
2017-09-15,0.00019162594615309,0.0052581261950287,0.0058851905451037,0.004503209734598,1.3809523809524,0.0047906486538276,0.57352203151661,0.25446270940406
2017-09-14,-0.0037227949599084,-0.0035248166142708,-0.0047052045323604,0.00019166267369428,-0.64406779661017,0.0020161290322581,-0.036693255982596,0.99382040050063
2017-09-13,-0.0048446850954687,-0.0039851978366069,-0.0045880328809022,-0.0042938931297709,-0.14492753623188,-0.0056324582338902,1.0668465227818,0.89392592592593
2017-09-12,-0.01006206507429,-0.0089336091781078,-0.0052296282209756,-0.0039916365709941,-0.33653846153846,-0.0065440060698026,0.5642388246327,1.7985074626866
2017-09-11,0.0043445409897997,-0.0044003370470931,-0.0065180426979028,-0.012760367798837,0.26829268292683,-0.0097670924117205,3.9558481797057,0.20059731209557
2017-09-08,0.0056990881458967,0.0076415094339623,0.010018128041217,0.0066112580279563,0.6734693877551,0.00776074200265,-0.32443746729461,0.076057846813069
2017-09-07,-0.00085413305494934,0.0034078000757289,-0.0024745407823355,0.0064638783269961,0.58064516129032,0.0046591233241418,0.91291291291291,0.22105951602354
2017-09-06,0.0053430016219827,0.00056828944875917,0.003725640045854,-0.001708104004555,-0.7280701754386,-0.0029389457717102,-0.29148936170213,0.43298969072165
2017-09-05,-0.0011436195558943,0.0012328117591276,0.0035471191640303,0.0098706276952563,1.0727272727273,0.010925819436458,1.7920792079208,0.22502870264064
2017-09-01,0.0033467202141899,0.0038077106139933,0.0027879253989616,-0.0062851157032663,0.61764705882353,-0.0052435885213079,-0.0059055118110236,0.33794162826421
2017-08-31,-0.0083443959795182,-0.0050198901307067,-0.0039260748826965,0.0048803827751197,-0.67619047619048,0.0032520325203251,1.2577777777778,0.055105348460292
2017-08-30,-0.0030251465305352,-0.011700833099317,-0.0089209452405809,-0.0088210186853837,7.75,-0.0099431818181818,-0.44168734491315,0.021523178807947
2017-08-29,0.0029392244240069,0.01049943246311,0.0020922491678554,0.0,-0.52,0.0011376564277589,1.4876543209877,0.084380610412926
2017-08-28,0.010539427038421,0.00037850113550336,0.0085363514291196,-0.0023656320968962,-0.73118279569892,0.0023757483607336,-0.40221402214022,0.14609053497942
2017-08-25,0.00019166267369428,0.0092636806417726,0.00067184950571065,0.012939710533883,9.3333333333333,0.0089165867689358,1.7938144329897,-0.028
2017-08-24,0.0030760357589158,0.0022013782542113,0.0032739528165624,-0.00019166267369449,-0.75,-0.00086215154708317,-0.56888888888889,0.18764845605701
2017-08-23,-0.0064941266354693,-0.0024823372159635,-0.0015383136236901,0.0029796232218379,-0.50684931506849,0.0034605402287802,7.3333333333333,-0.0023696682464455
2017-08-22,0.0026812218711098,-0.0019058509624547,-0.00038443056222965,-0.0067780429594273,1.4333333333333,-0.0069683085147003,-0.70652173913043,-0.098290598290598
2017-08-21,-0.0023882307986243,-0.0016173532489771,-0.0016311648436001,0.003352490421456,0.03448275862069,0.0028719126938542,-0.17117117117117,0.04932735426009
2017-08-18,0.0027780438739342,0.002001906577693,0.0028868360277137,-0.0023889154323936,-0.38297872340426,-0.0027684964200479,0.42307692307692,0.015945330296128
2017-08-17,0.007917350584146,0.0042121386176527,0.0067816314667699,0.0024906600249065,-0.31884057971014,0.0045070962792483,0.23809523809524,0.028103044496487
2017-08-16,0.0010632128358787,0.0055833654216404,-0.00087116445649008,0.0071394114809456,5.2727272727273,0.0066608746017954,0.18867924528302,0.0047058823529412
2017-08-15,-0.010993212885957,-0.0071681162190577,-0.0027029636065259,-0.00048216007714556,-0.90677966101695,-0.0010607521697202,-0.62142857142857,0.0047281323877069
2017-08-14,-0.0036193923230784,-0.0051345440715033,-0.0097505018640665,-0.010401755892738,3.9166666666667,-0.011250953470633,-0.52861952861953,-0.0047058823529412
2017-08-11,0.0054587243823023,0.0035305343511451,0.0038384032242587,0.00057290174735048,23.0,0.0022935779816513,1.2164179104478,-0.17315175097276
